['Time', '0: 2004-12-01', '1: 2008-09-05', '2: 2008-12-11', '3: 2009-01-14', '4: 2009-03-19', '5: 2010-09-15', '6: 2011-01-20', '7: 2012-03-06', '8: 2012-10-09', '9: 2012-11-14', '10: 2012-12-12', '11: 2013-12-12', '12: 2014-03-24', '13: 2015-05-27', '14: 2016-05-26', '15: 2017-09-15', '16: 2017-09-22', '17: 2018-02-19', '18: 2019-01-08', '19: 2019-05-22', '20: 2019-08-13', '21: 2021-04-06', '22: 2021-07-10', '23: 2021-08-15', '24: 2022-01-03', '25: 2022-05-25', '26: 2024-01-25', '27: 2024-02-09', '28: 2024-02-23', '29: 2024-02-28', '30: 2024-03-08', '31: 2024-12-26', '32: 1994-07-02', '33: 1997-08-13', '34: 1997-11-16', '35: 2021-02-20', '36: 2017-01-31', '37: 2018-10-10', '38: 2018-04-15', '39: 2018-01-28', '40: 2016-10-05', '41: 2016-01-28', '42: 2015-11-04', '43: 2015-03-27', '44: 2015-03-16', '45: 2011-12-07', 'Count']
['2000-03-11 13:36:31', '0', "(Neptune,305.690,(r)) (H4,215.631,(c)) (square,3.59')", "(H10,44.154,(r)) (Jupiter,44.123,(d)) (conjunction,1.84')", '3', '4', '5', '6', '7', "(POF,186.505,(r)) (Sun,6.548,(d)) (opposition,2.62')", '9', "(H10,44.154,(r)) (Venus,344.116,(d)) (sextile,2.27')", '11', '12', "(Moon,58.744,(r)) (H4,238.909,(d)) (opposition,9.93')", '14', "(Mercury,333.350,(r)) (H3,213.280,(d)) (trine,4.18')\n(Uranus,318.711,(r)) (H1,138.872,(d)) (opposition,9.64')", '16', '17', "(Jupiter,34.762,(r)) (H3,214.709,(d)) (opposition,3.18')", '19', '20', "(H4,224.154,(r)) (Mars,44.190,(d)) (opposition,2.17')", "(H9,13.671,(r)) (Neptune,283.593,(c)) (square,4.70')", '23', '24', '25', '26', '27', "(H1,119.050,(r)) (Jupiter,59.087,(d)) (sextile,2.22')", "(H1,119.050,(r)) (Jupiter,59.100,(d)) (sextile,3.01')", "(H1,119.050,(r)) (Jupiter,59.124,(d)) (sextile,4.44')", "(Jupiter,34.762,(r)) (POF,214.821,(d)) (opposition,3.55')\n(Uranus,318.711,(r)) (H10,18.704,(c)) (sextile,0.45')", "(H8,337.021,(r)) (Pluto,247.078,(c)) (square,3.39')", '33', '34', "(H4,224.154,(r)) (Mars,44.063,(d)) (opposition,5.47')", '36', "(H3,193.671,(r)) (Sun,13.787,(d)) (opposition,6.96')", '38', '39', '40', "(H10,44.154,(r)) (Moon,44.291,(c)) (conjunction,8.21')", "(H3,193.671,(r)) (Moon,73.621,(d)) (trine,3.04')", "(Moon,58.744,(r)) (H10,58.750,(d)) (conjunction,0.41')", "(Moon,58.744,(r)) (H10,58.722,(d)) (conjunction,1.30')", '45', 22]
['2000-03-11 06:31:28', "(POF,86.103,(r)) (H3,86.084,(d)) (conjunction,1.15')\n(H3,81.835,(r)) (POF,81.849,(c)) (conjunction,0.86')", "(Mean_Node,121.346,(r)) (H4,121.272,(d)) (conjunction,4.44')\n(H4,113.292,(r)) (Mean_Node,113.433,(c)) (conjunction,8.47')", '2', '3', '4', '5', '6', '7', '8', "(Mercury,333.459,(r)) (H1,33.513,(d)) (sextile,3.25')", '10', '11', "(Jupiter,34.701,(r)) (H7,214.683,(d)) (opposition,1.09')", "(Neptune,305.682,(r)) (H1,35.696,(d)) (square,0.85')", '14', '15', '16', '17', '18', "(H9,261.835,(r)) (Mercury,351.811,(d)) (square,1.44')", '20', '21', '22', '23', '24', '25', '26', "(Saturn,43.318,(r)) (H1,43.171,(d)) (conjunction,8.79')", '28', "(Mean_Node,121.346,(r)) (H1,1.359,(c)) (trine,0.78')", '30', '31', '32', '33', '34', "(Saturn,43.318,(r)) (H4,133.318,(d)) (square,0.02')", '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 11]
['2000-03-11 05:44:40', "(POF,75.221,(r)) (H3,75.395,(d)) (conjunction,10.42')", '1', '2', '3', '4', "(H3,71.148,(r)) (Mean_Node,131.218,(d)) (sextile,4.20')", '6', '7', '8', '9', "(Moon,54.154,(r)) (H10,294.087,(d)) (trine,4.03')", '11', '12', '13', '14', "(H3,71.148,(r)) (Venus,311.097,(c)) (trine,3.04')", '16', "(Venus,327.227,(r)) (H3,87.269,(d)) (trine,2.50')", "(Moon,54.154,(r)) (H3,54.026,(c)) (conjunction,7.67')", '19', '20', "(H7,192.028,(r)) (Mean_Node,102.106,(c)) (square,4.65')", '22', '23', "(H3,71.148,(r)) (Sun,11.168,(d)) (sextile,1.23')", "(Sun,350.961,(r)) (H9,230.903,(c)) (trine,3.50')", '26', '27', '28', "(Sun,350.961,(r)) (H1,350.825,(c)) (conjunction,8.20')\n(H3,71.148,(r)) (Mercury,311.129,(c)) (trine,1.12')", '30', "(Mercury,333.471,(r)) (H3,93.468,(d)) (trine,0.18')\n(H1,12.028,(r)) (Jupiter,12.031,(c)) (conjunction,0.19')", "(Neptune,305.681,(r)) (H8,215.620,(c)) (square,3.63')", "(Pluto,252.897,(r)) (POF,72.901,(c)) (opposition,0.27')", '34', "(H4,102.334,(r)) (Mean_Node,102.217,(c)) (conjunction,7.01')", '36', "(Moon,54.154,(r)) (H3,54.254,(c)) (conjunction,5.96')", '38', "(Venus,327.227,(r)) (H3,87.215,(d)) (trine,0.76')", "(Venus,327.227,(r)) (H10,267.313,(c)) (sextile,5.15')\n(H1,12.028,(r)) (Venus,311.961,(c)) (sextile,4.06')", '41', "(H10,282.334,(r)) (Venus,342.262,(d)) (sextile,4.32')", '43', '44', '45', 21]
['2000-03-11 13:19:04', "(Jupiter,34.759,(r)) (H4,214.938,(c)) (opposition,10.74')", '1', '2', '3', "(Sun,351.277,(r)) (POF,171.113,(c)) (opposition,9.80')", "(H3,188.571,(r)) (Moon,68.625,(d)) (trine,3.21')", '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', "(H1,114.394,(r)) (Saturn,24.319,(c)) (square,4.50')\n(H10,39.719,(r)) (Mercury,309.646,(c)) (square,4.35')", '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', "(H1,114.394,(r)) (Mars,24.394,(d)) (square,0.00')\n(Moon,58.574,(r)) (H8,328.654,(c)) (square,4.84')", '34', '35', '36', "(H1,114.394,(r)) (Mercury,354.416,(d)) (trine,1.30')", '38', '39', '40', '41', '42', "(Sun,351.277,(r)) (H3,171.201,(c)) (opposition,4.52')", "(Sun,351.277,(r)) (H3,171.236,(c)) (opposition,2.44')", '45', 10]
['2000-03-11 09:02:15', '0', '1', '2', '3', "(POF,120.439,(r)) (Sun,0.373,(d)) (trine,3.92')", '5', '6', "(Uranus,318.702,(r)) (H10,318.695,(c)) (conjunction,0.41')", '8', '9', '10', '11', '12', '13', '14', '15', '16', "(Uranus,318.702,(r)) (POF,138.686,(d)) (opposition,0.96')", "(POF,120.439,(r)) (Uranus,300.319,(c)) (opposition,7.15')", "(H1,55.462,(r)) (Neptune,325.388,(d)) (square,4.43')", '20', '21', '22', '23', "(H3,117.330,(r)) (Uranus,297.462,(c)) (opposition,7.96')", '25', '26', '27', '28', '29', '30', '31', '32', '33', "(Mercury,333.419,(r)) (H4,153.293,(d)) (opposition,7.56')", '35', '36', "(POF,120.439,(r)) (Uranus,300.556,(c)) (opposition,7.05')", "(Uranus,318.702,(r)) (POF,138.844,(d)) (opposition,8.56')", "(Uranus,318.702,(r)) (POF,138.622,(d)) (opposition,4.77')", '40', '41', '42', '43', '44', '45', 10]
['2000-03-11 11:44:16', "(POF,157.586,(r)) (Mercury,337.408,(d)) (opposition,10.67')", '1', '2', '3', "(Sun,351.211,(r)) (H3,171.146,(d)) (opposition,3.86')", '5', '6', "(Venus,327.536,(r)) (H9,327.487,(c)) (conjunction,2.94')", '8', '9', '10', '11', "(Uranus,318.707,(r)) (H7,258.687,(c)) (sextile,1.21')", '13', '14', '15', '16', "(Mercury,333.378,(r)) (H4,213.467,(d)) (trine,5.37')", "(H3,160.835,(r)) (Uranus,340.691,(d)) (opposition,8.66')", '19', "(H1,91.146,(r)) (Mars,1.111,(c)) (square,2.12')", '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', "(H1,91.146,(r)) (Sun,331.161,(c)) (trine,0.89')", "(Mercury,333.378,(r)) (H10,33.406,(d)) (sextile,1.68')\n(Mean_Node,121.334,(r)) (H3,181.382,(d)) (sextile,2.87')", '40', "(Moon,57.651,(r)) (H10,357.707,(c)) (sextile,3.37')\n(H10,14.718,(r)) (Mercury,314.690,(c)) (sextile,1.72')", '42', '43', '44', '45', 12]
['2000-03-11 09:08:47', "(H4,152.613,(r)) (Venus,332.716,(d)) (opposition,6.18')", '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', "(Sun,351.103,(r)) (H10,351.118,(d)) (conjunction,0.92')", '16', '17', '18', '19', "(Uranus,318.702,(r)) (H9,318.739,(d)) (conjunction,2.25')", '21', '22', '23', '24', "(Moon,56.139,(r)) (H10,356.147,(d)) (sextile,0.48')", '26', '27', '28', '29', '30', "(H1,56.872,(r)) (Jupiter,56.826,(d)) (conjunction,2.80')\n(H3,118.954,(r)) (Mercury,358.921,(d)) (trine,1.93')", '32', '33', "(Mean_Node,121.340,(r)) (H3,121.233,(d)) (conjunction,6.41')\n(H7,236.872,(r)) (Moon,57.003,(d)) (opposition,7.83')\n(H3,118.954,(r)) (Mean_Node,119.065,(c)) (conjunction,6.70')", '35', '36', '37', "(H10,332.613,(r)) (Sun,332.687,(c)) (conjunction,4.44')", '39', "(Uranus,318.702,(r)) (POF,138.814,(d)) (opposition,6.72')", '41', '42', '43', '44', '45', 11]
['2000-03-11 14:58:16', "(Moon,59.539,(r)) (H4,239.719,(c)) (opposition,10.75')\n(H1,142.853,(r)) (Venus,322.904,(c)) (opposition,3.07')", "(H7,322.853,(r)) (Saturn,52.941,(d)) (square,5.30')\n(Mars,21.543,(r)) (POF,201.479,(c)) (opposition,3.82')", '2', '3', '4', '5', '6', '7', "(POF,211.047,(r)) (Saturn,31.036,(c)) (opposition,0.67')", '9', '10', '11', "(H3,216.825,(r)) (Uranus,336.905,(d)) (trine,4.81')", "(Mars,21.543,(r)) (H8,21.588,(d)) (conjunction,2.72')\n(H1,142.853,(r)) (Neptune,322.703,(d)) (opposition,9.00')", '14', '15', '16', '17', '18', '19', '20', '21', '22', "(Saturn,43.351,(r)) (H10,43.517,(c)) (conjunction,9.95')", '24', "(Moon,59.539,(r)) (H9,59.697,(d)) (conjunction,9.48')", '26', '27', "(H1,142.853,(r)) (Moon,82.805,(d)) (sextile,2.84')\n(H2,182.773,(r)) (Mercury,2.699,(d)) (opposition,4.49')\n(Mercury,333.330,(r)) (H2,153.217,(c)) (opposition,6.78')", "(H1,142.853,(r)) (Moon,82.818,(d)) (sextile,2.09')", "(H1,142.853,(r)) (Moon,82.840,(d)) (sextile,0.74')\n(H6,292.948,(r)) (Uranus,292.854,(c)) (conjunction,5.61')", "(H1,142.853,(r)) (Sun,22.866,(d)) (trine,0.81')", '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 17]
['2000-03-11 07:53:59', '0', '1', '2', '3', '4', "(H1,40.666,(r)) (Sun,340.708,(c)) (sextile,2.50')", "(Sun,351.051,(r)) (H3,111.069,(d)) (trine,1.04')", '7', "(Mean_Node,121.343,(r)) (H10,301.198,(c)) (opposition,8.71')", '9', '10', '11', '12', '13', '14', "(Moon,55.411,(r)) (H1,55.591,(d)) (conjunction,10.79')", '16', '17', '18', '19', '20', '21', "(Neptune,305.684,(r)) (POF,125.576,(d)) (opposition,6.48')\n(H1,40.666,(r)) (Mars,40.596,(d)) (conjunction,4.22')", "(H1,40.666,(r)) (Mars,40.683,(d)) (conjunction,1.05')", '24', '25', '26', '27', "(H10,313.360,(r)) (Jupiter,13.421,(c)) (sextile,3.65')", "(H4,133.360,(r)) (Jupiter,13.409,(c)) (trine,2.91')", "(H10,313.360,(r)) (Jupiter,13.387,(c)) (sextile,1.58')", '31', "(Neptune,305.684,(r)) (H1,35.773,(c)) (square,5.40')", "(H1,40.666,(r)) (Saturn,40.770,(c)) (conjunction,6.27')", '34', '35', '36', '37', '38', '39', '40', "(H1,40.666,(r)) (Moon,40.767,(c)) (conjunction,6.07')", "(H3,100.887,(r)) (Moon,40.972,(c)) (sextile,5.06')", '43', '44', '45', 14]
['2000-03-11 11:09:12', '0', '1', '2', '3', '4', "(H3,150.856,(r)) (Uranus,330.724,(d)) (opposition,7.92')", '6', "(H1,83.169,(r)) (Jupiter,23.259,(c)) (sextile,5.43')", "(H10,5.186,(r)) (Sun,5.104,(d)) (conjunction,4.91')", "(Uranus,318.706,(r)) (H10,18.706,(d)) (sextile,0.03')", "(Jupiter,34.741,(r)) (H1,94.660,(d)) (sextile,4.84')\n(Uranus,318.706,(r)) (H10,18.787,(d)) (sextile,4.83')", '11', '12', "(Mars,21.425,(r)) (H4,201.373,(d)) (opposition,3.10')\n(H1,83.169,(r)) (Pluto,263.208,(d)) (opposition,2.39')", '14', '15', '16', "(Sun,351.187,(r)) (H3,171.151,(d)) (opposition,2.11')", "(H3,150.856,(r)) (Sun,330.749,(c)) (opposition,6.43')", '19', '20', '21', '22', '23', "(H10,5.186,(r)) (Venus,305.097,(c)) (sextile,5.35')", '25', "(Neptune,305.687,(r)) (H3,125.652,(c)) (opposition,2.12')", "(Neptune,305.687,(r)) (H3,125.611,(c)) (opposition,4.60')", '28', '29', '30', '31', "(Mean_Node,121.336,(r)) (H8,301.338,(d)) (opposition,0.16')\n(H8,295.551,(r)) (Mean_Node,115.585,(c)) (opposition,2.05')", '33', "(Mercury,333.387,(r)) (H3,153.422,(d)) (opposition,2.12')", '35', '36', "(H3,150.856,(r)) (Sun,331.011,(c)) (opposition,9.28')", "(Sun,351.187,(r)) (H3,171.325,(d)) (opposition,8.29')", "(Sun,351.187,(r)) (H3,171.082,(d)) (opposition,6.27')", '40', '41', '42', '43', '44', '45', 19]
['2000-03-11 08:28:23', '0', '1', "(Moon,55.746,(r)) (H1,55.581,(d)) (conjunction,9.90')", "(Mean_Node,121.341,(r)) (POF,121.387,(d)) (conjunction,2.75')\n(Saturn,43.326,(r)) (H4,133.264,(c)) (square,3.68')\n(POF,112.812,(r)) (Mean_Node,112.844,(c)) (conjunction,1.97')", "(POF,112.812,(r)) (Mean_Node,112.678,(c)) (conjunction,7.99')", "(H10,322.086,(r)) (Mercury,322.175,(c)) (conjunction,5.36')", '6', '7', "(Mean_Node,121.341,(r)) (H3,121.223,(d)) (conjunction,7.09')", "(Mean_Node,121.341,(r)) (H9,301.321,(d)) (opposition,1.25')\n(H9,289.063,(r)) (Mean_Node,109.232,(c)) (opposition,10.12')", "(Mean_Node,121.341,(r)) (H9,301.397,(d)) (opposition,3.30')\n(H9,289.063,(r)) (Mean_Node,109.160,(c)) (opposition,5.81')", '11', "(H4,142.086,(r)) (Jupiter,22.095,(c)) (trine,0.53')", '13', "(H10,322.086,(r)) (Neptune,321.997,(d)) (conjunction,5.32')", '15', '16', '17', '18', '19', '20', "(Mean_Node,121.341,(r)) (H4,121.444,(c)) (conjunction,6.13')", '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', "(Saturn,43.326,(r)) (H1,43.284,(c)) (conjunction,2.51')", '33', '34', '35', "(Mercury,333.428,(r)) (H3,93.427,(c)) (trine,0.06')", '37', '38', '39', '40', "(H3,109.063,(r)) (Mercury,349.144,(d)) (trine,4.82')", "(Jupiter,34.718,(r)) (H1,34.730,(c)) (conjunction,0.75')", '43', '44', '45', 18]
['2000-03-11 13:55:04', '0', "(Mars,21.510,(r)) (POF,201.581,(d)) (opposition,4.25')", '2', "(POF,191.769,(r)) (Mars,11.601,(c)) (opposition,10.09')", '4', "(Moon,58.924,(r)) (H10,58.926,(d)) (conjunction,0.14')\n(H1,124.147,(r)) (Sun,4.212,(d)) (trine,3.92')\n(H3,199.039,(r)) (Mercury,319.086,(c)) (trine,2.82')", '6', '7', '8', "(Uranus,318.712,(r)) (H1,138.726,(d)) (opposition,0.84')", "(Uranus,318.712,(r)) (H1,138.818,(d)) (opposition,6.36')", '11', "(Jupiter,34.764,(r)) (H3,214.621,(d)) (opposition,8.57')\n(Jupiter,34.764,(r)) (H4,214.783,(c)) (opposition,1.09')", '13', '14', "(Sun,351.302,(r)) (POF,171.223,(c)) (opposition,4.73')\n(Moon,58.924,(r)) (H3,178.918,(c)) (trine,0.39')", '16', '17', '18', '19', '20', '21', '22', '23', "(POF,191.769,(r)) (Jupiter,11.644,(c)) (opposition,7.50')", '25', "(H1,124.147,(r)) (Mercury,304.322,(c)) (opposition,10.50')", "(H1,124.147,(r)) (Mercury,304.278,(c)) (opposition,7.89')", '28', "(Sun,351.302,(r)) (H3,171.467,(c)) (opposition,9.91')\n(H1,124.147,(r)) (Mercury,304.224,(c)) (opposition,4.63')", '30', '31', "(Saturn,43.347,(r)) (H10,43.182,(c)) (conjunction,9.90')", "(H1,124.147,(r)) (Mean_Node,124.122,(d)) (conjunction,1.48')\n(Mean_Node,121.329,(r)) (H1,121.339,(c)) (conjunction,0.57')", '34', "(Moon,58.924,(r)) (H1,148.934,(d)) (square,0.60')", '36', '37', '38', '39', "(POF,191.769,(r)) (Sun,11.625,(d)) (opposition,8.63')", '41', "(H3,199.039,(r)) (Mean_Node,139.084,(d)) (sextile,2.69')", "(H3,199.039,(r)) (Jupiter,19.086,(c)) (opposition,2.83')", "(H3,199.039,(r)) (Jupiter,19.119,(c)) (opposition,4.80')", '45', 24]
['2000-03-11 10:21:28', '0', '1', '2', '3', "(Venus,327.465,(r)) (H3,147.431,(d)) (opposition,2.01')", '5', '6', '7', '8', '9', '10', '11', "(Mercury,333.399,(r)) (POF,153.530,(d)) (opposition,7.87')", '13', "(POF,138.308,(r)) (Mean_Node,138.317,(d)) (conjunction,0.56')", '15', '16', "(H4,172.154,(r)) (Mercury,352.099,(d)) (opposition,3.30')\n(H3,137.745,(r)) (Jupiter,17.750,(c)) (trine,0.33')", "(H1,72.616,(r)) (Moon,72.563,(d)) (conjunction,3.14')\n(H10,352.154,(r)) (Jupiter,52.215,(d)) (sextile,3.65')\n(H1,72.616,(r)) (Mercury,312.663,(c)) (trine,2.83')", '19', '20', '21', '22', "(H1,72.616,(r)) (Uranus,342.593,(d)) (square,1.37')", "(H10,352.154,(r)) (Venus,352.067,(d)) (conjunction,5.18')", '25', '26', '27', '28', '29', '30', "(Uranus,318.704,(r)) (H10,18.679,(d)) (sextile,1.51')\n(H3,137.745,(r)) (Sun,17.747,(d)) (trine,0.13')\n(H3,137.745,(r)) (Moon,77.788,(d)) (sextile,2.57')", '32', '33', '34', "(H8,283.722,(r)) (Sun,13.654,(d)) (square,4.07')", "(Venus,327.465,(r)) (H1,87.389,(d)) (trine,4.52')", "(Moon,56.845,(r)) (H1,56.787,(c)) (conjunction,3.52')", "(H10,352.154,(r)) (Mercury,352.267,(d)) (conjunction,6.79')", "(H10,352.154,(r)) (Mercury,352.031,(d)) (conjunction,7.34')\n(Mercury,333.399,(r)) (H10,333.234,(c)) (conjunction,9.89')\n(H3,137.745,(r)) (Jupiter,17.808,(c)) (trine,3.81')", '40', "(Mean_Node,121.337,(r)) (H3,121.513,(c)) (conjunction,10.54')", "(Jupiter,34.734,(r)) (H3,154.752,(d)) (trine,1.08')\n(H3,137.745,(r)) (Mean_Node,137.710,(d)) (conjunction,2.06')", '43', '44', '45', 23]
['2000-03-11 08:03:04', '0', '1', '2', '3', "(H7,222.641,(r)) (Jupiter,42.517,(d)) (opposition,7.45')\n(Jupiter,34.714,(r)) (H3,94.727,(c)) (sextile,0.76')\n(Jupiter,34.714,(r)) (H7,214.890,(c)) (opposition,10.56')", "(Mercury,333.434,(r)) (H3,93.369,(c)) (trine,3.94')", '6', "(H10,315.638,(r)) (Venus,315.797,(c)) (conjunction,9.51')", '8', '9', '10', '11', '12', "(Moon,55.499,(r)) (H1,55.592,(d)) (conjunction,5.54')\n(POF,107.083,(r)) (Mean_Node,106.953,(c)) (conjunction,7.77')\n(H1,42.641,(r)) (Venus,312.675,(c)) (square,2.04')", '14', "(Mercury,333.434,(r)) (H10,333.441,(d)) (conjunction,0.39')\n(H10,315.638,(r)) (Mercury,315.572,(c)) (conjunction,3.99')", '16', '17', '18', "(Neptune,305.684,(r)) (POF,125.643,(d)) (opposition,2.46')", "(POF,107.083,(r)) (Neptune,287.194,(c)) (opposition,6.69')", '21', '22', '23', '24', '25', "(H3,103.024,(r)) (Neptune,283.091,(c)) (opposition,4.03')", "(H3,103.024,(r)) (Neptune,283.053,(c)) (opposition,1.76')", '28', '29', '30', "(H10,315.638,(r)) (Sun,15.703,(d)) (sextile,3.85')", '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', "(Moon,55.499,(r)) (H1,55.450,(d)) (conjunction,2.97')\n(H3,103.024,(r)) (Venus,342.977,(d)) (trine,2.80')", "(Moon,55.499,(r)) (H1,55.424,(d)) (conjunction,4.50')\n(H3,103.024,(r)) (Venus,342.946,(d)) (trine,4.67')", "(Venus,327.346,(r)) (H10,327.477,(d)) (conjunction,7.84')", 20]
['2000-03-11 15:24:56', "(Jupiter,34.777,(r)) (POF,214.677,(c)) (opposition,6.00')", '1', "(Jupiter,34.777,(r)) (H3,214.697,(c)) (opposition,4.83')", "(Pluto,252.898,(r)) (H7,342.941,(d)) (square,2.60')", "(Uranus,318.715,(r)) (H4,258.743,(d)) (sextile,1.68')\n(POF,219.801,(r)) (Sun,339.758,(c)) (trine,2.58')", '5', '6', '7', '8', '9', '10', '11', '12', "(H8,11.234,(r)) (Sun,11.202,(d)) (conjunction,1.94')", '14', "(H3,224.029,(r)) (Mean_Node,103.982,(c)) (trine,2.84')", "(Uranus,318.715,(r)) (H12,138.591,(d)) (opposition,7.46')", '17', "(Venus,327.725,(r)) (H10,87.638,(d)) (trine,5.20')", "(Mercury,333.324,(r)) (H9,63.389,(d)) (square,3.91')", "(H9,44.029,(r)) (Mars,43.864,(d)) (conjunction,9.89')", '21', "(Neptune,305.693,(r)) (H1,125.832,(c)) (opposition,8.36')", '23', "(H10,70.475,(r)) (Jupiter,10.437,(c)) (sextile,2.27')", '25', '26', '27', "(POF,219.801,(r)) (H2,219.838,(d)) (conjunction,2.24')", '29', '30', '31', '32', "(Pluto,252.898,(r)) (H4,252.849,(d)) (conjunction,2.95')", '34', '35', '36', '37', '38', '39', '40', '41', "(Moon,59.799,(r)) (H3,239.922,(d)) (opposition,7.35')\n(H1,151.365,(r)) (Sun,331.461,(c)) (opposition,5.73')", "(Sun,351.364,(r)) (H1,171.284,(d)) (opposition,4.82')\n(Venus,327.725,(r)) (H3,207.801,(c)) (trine,4.54')", "(Sun,351.364,(r)) (H1,171.243,(d)) (opposition,7.27')", "(H9,44.029,(r)) (Venus,344.003,(d)) (sextile,1.57')", 21]
['2000-03-11 09:17:36', '0', '1', '2', '3', "(Sun,351.109,(r)) (H7,231.112,(c)) (trine,0.14')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', "(H3,121.157,(r)) (Uranus,301.086,(c)) (opposition,4.24')", '18', '19', '20', '21', "(Saturn,43.329,(r)) (H10,313.292,(c)) (square,2.19')", '23', '24', '25', "(Moon,56.224,(r)) (H12,56.059,(d)) (conjunction,9.90')", "(Moon,56.224,(r)) (H12,56.095,(d)) (conjunction,7.73')", "(Sun,351.109,(r)) (H2,111.158,(d)) (trine,2.94')\n(POF,123.887,(r)) (Venus,303.803,(c)) (opposition,5.04')", "(POF,123.887,(r)) (Venus,303.790,(c)) (opposition,5.83')", "(Moon,56.224,(r)) (H6,236.162,(d)) (opposition,3.71')\n(POF,123.887,(r)) (Venus,303.766,(c)) (opposition,7.27')\n(H6,214.688,(r)) (Moon,34.514,(c)) (opposition,10.44')", '31', '32', "(POF,123.887,(r)) (Mean_Node,123.900,(d)) (conjunction,0.78')\n(Mean_Node,121.340,(r)) (POF,121.335,(c)) (conjunction,0.30')", "(H4,154.943,(r)) (Mercury,334.999,(d)) (opposition,3.34')", '35', '36', '37', '38', "(H3,121.157,(r)) (Uranus,301.144,(c)) (opposition,0.75')", '40', "(Uranus,318.702,(r)) (H10,318.698,(c)) (conjunction,0.22')\n(H10,334.943,(r)) (Sun,334.839,(c)) (conjunction,6.23')", "(H10,334.943,(r)) (Sun,335.075,(c)) (conjunction,7.89')", "(H10,334.943,(r)) (Uranus,334.822,(d)) (conjunction,7.28')\n(POF,123.887,(r)) (Uranus,303.907,(c)) (opposition,1.20')", "(H10,334.943,(r)) (Uranus,334.790,(d)) (conjunction,9.23')\n(POF,123.887,(r)) (Uranus,303.936,(c)) (opposition,2.97')", '45', 22]
['2000-03-11 11:01:12', '0', '1', "(H3,148.618,(r)) (Uranus,328.696,(d)) (opposition,4.68')", '3', '4', '5', '6', '7', '8', '9', '10', '11', "(H7,261.379,(r)) (Jupiter,21.289,(c)) (trine,5.40')", '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', "(Uranus,318.706,(r)) (H2,138.836,(d)) (opposition,7.83')\n(H10,3.002,(r)) (Venus,303.015,(c)) (sextile,0.80')", "(POF,147.430,(r)) (Mean_Node,147.356,(d)) (conjunction,4.44')\n(H4,183.002,(r)) (Venus,303.002,(c)) (trine,0.02')", "(H10,3.002,(r)) (Venus,302.977,(c)) (sextile,1.50')", '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 7]
['2000-03-11 09:19:20', "(H1,59.146,(r)) (Moon,59.232,(d)) (conjunction,5.14')", '1', '2', '3', '4', '5', "(Sun,351.110,(r)) (H3,111.049,(c)) (trine,3.66')", '7', '8', '9', '10', '11', "(Uranus,318.702,(r)) (POF,138.664,(d)) (opposition,2.27')", '13', "(Pluto,252.897,(r)) (H1,72.964,(d)) (opposition,4.02')", "(H3,121.593,(r)) (Uranus,301.493,(c)) (opposition,6.01')", '16', '17', '18', '19', '20', '21', '22', '23', '24', "(Venus,327.412,(r)) (POF,147.408,(d)) (opposition,0.23')", '26', '27', '28', '29', '30', "(Venus,327.412,(r)) (H3,147.399,(d)) (opposition,0.74')", '32', '33', "(H7,239.146,(r)) (Mean_Node,119.058,(c)) (trine,5.30')", '35', '36', '37', '38', '39', "(Uranus,318.702,(r)) (H3,138.555,(d)) (opposition,8.82')", '41', "(H10,335.404,(r)) (Uranus,335.493,(d)) (conjunction,5.35')", '43', '44', '45', 10]
['2000-03-11 07:20:07', "(POF,97.306,(r)) (H3,97.311,(d)) (conjunction,0.31')\n(H3,93.001,(r)) (POF,92.999,(c)) (conjunction,0.07')", "(Saturn,43.321,(r)) (H4,133.237,(d)) (square,5.06')", '2', '3', '4', "(Moon,55.082,(r)) (H10,295.030,(c)) (trine,3.13')", '6', "(H10,304.987,(r)) (Moon,64.914,(d)) (trine,4.40')", '8', '9', '10', "(Mars,21.306,(r)) (H1,21.282,(c)) (conjunction,1.47')", "(Uranus,318.698,(r)) (H4,138.741,(d)) (opposition,2.56')", '13', '14', '15', '16', '17', "(H3,93.001,(r)) (Sun,332.914,(c)) (trine,5.21')", '19', '20', '21', '22', '23', '24', '25', '26', '27', "(H1,33.252,(r)) (Moon,33.246,(c)) (conjunction,0.35')", "(H1,33.252,(r)) (Moon,33.233,(c)) (conjunction,1.09')", "(H1,33.252,(r)) (Moon,33.211,(c)) (conjunction,2.43')", '31', '32', "(H1,33.252,(r)) (Neptune,303.160,(c)) (square,5.51')", '34', '35', '36', '37', '38', '39', '40', "(Uranus,318.698,(r)) (H3,78.689,(c)) (trine,0.53')", '42', '43', '44', '45', 13]
