['Time', '0: 2009-03-19', '1: 2011-12-07', '2: 2012-03-06', '3: 2012-12-12', '4: 2013-12-12', '5: 2014-03-24', '6: 2015-05-27', '7: 2016-01-26', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-01-03', '16: 2022-05-25', '17: 2024-01-11', '18: 2024-03-08', '19: 2025-06-23', '20: 2025-07-24', '21: 2025-07-25', 'Count']
['2000-03-11 13:36:31', '0', '1', "(H10,44.154,(r)) (Moon,223.788,(p)) (opposition,21.93')\n(POF,32.862,(c)) (H10,32.763,(c)) (conjunction,5.96')", "(H10,44.154,(r)) (Mercury,344.118,(c)) (sextile,2.16')", "(Saturn,43.346,(r)) (H1,133.226,(p)) (square,7.21')\n(H3,193.671,(r)) (POF,13.840,(p)) (opposition,10.10')", '5', "(Saturn,44.914,(p)) (H1,134.795,(p)) (square,7.14')", '7', "(Saturn,43.346,(r)) (POF,43.327,(p)) (conjunction,1.11')", "(Moon,58.744,(r)) (POF,58.881,(p)) (conjunction,8.23')", '10', "(Mean_Node,120.380,(p)) (H4,240.237,(p)) (trine,8.59')", '12', '13', "(Mercury,333.350,(r)) (H10,63.187,(p)) (square,9.76')\n(Neptune,305.690,(r)) (H9,35.695,(p)) (square,0.30')", '15', '16', "(Uranus,319.794,(p)) (POF,139.875,(p)) (opposition,4.87')\n(Pluto,252.898,(r)) (H12,72.938,(c)) (opposition,2.39')", '18', "(H10,44.154,(r)) (Mercury,344.007,(c)) (sextile,8.81')", '20', "(H1,119.050,(r)) (Venus,358.967,(p)) (trine,4.96')", 15]
['2000-03-11 06:31:28', "(Mean_Node,121.346,(r)) (H4,121.163,(p)) (conjunction,10.97')", "(Venus,312.759,(c)) (H1,12.764,(c)) (sextile,0.24')", "(Venus,312.455,(c)) (H1,12.556,(c)) (sextile,6.07')", "(Moon,252.064,(c)) (H1,11.908,(c)) (trine,9.35')", "(Mars,10.975,(c)) (H1,11.063,(c)) (conjunction,5.30')", "(Mercury,333.459,(r)) (H3,93.569,(p)) (trine,6.62')\n(Venus,309.925,(c)) (H3,69.923,(c)) (trine,0.16')", "(Venus,308.475,(c)) (H8,218.522,(c)) (square,2.87')\n(Mars,9.879,(c)) (H1,9.831,(c)) (conjunction,2.88')", '7', "(Neptune,305.682,(r)) (H1,35.526,(p)) (square,9.35')\n(Mars,9.122,(c)) (H1,8.978,(c)) (conjunction,8.65')\n(Mars,9.122,(c)) (H10,279.189,(c)) (square,4.02')", '9', "(Mars,8.123,(c)) (H10,278.029,(c)) (square,5.63')", "(Moon,187.039,(c)) (H3,66.523,(c)) (trine,30.97')\n(Moon,187.039,(c)) (H7,187.497,(c)) (conjunction,27.47')", '12', '13', "(Mercury,333.459,(r)) (H9,243.537,(c)) (square,4.72')", "(Sun,12.641,(p)) (H10,312.574,(p)) (sextile,4.04')\n(Moon,339.530,(p)) (H1,39.980,(p)) (sextile,26.98')", '16', '17', '18', "(H1,22.488,(r)) (Moon,82.140,(c)) (sextile,20.88')\n(H3,81.835,(r)) (Moon,82.140,(c)) (conjunction,18.27')", '20', '21', 20]
['2000-03-11 05:44:40', "(Uranus,318.694,(r)) (H3,78.668,(p)) (trine,1.60')\n(Jupiter,34.695,(r)) (H4,94.628,(c)) (sextile,3.97')\n(Uranus,318.694,(r)) (POF,318.573,(c)) (conjunction,7.31')", "(Jupiter,32.388,(c)) (H10,272.288,(c)) (trine,6.02')", '2', "(H1,12.028,(r)) (Moon,251.676,(c)) (trine,21.13')\n(H9,251.148,(r)) (Moon,251.676,(c)) (conjunction,31.69')", '4', '5', '6', '7', "(Moon,54.154,(r)) (H8,234.163,(p)) (opposition,0.55')", "(Venus,327.227,(r)) (H10,267.270,(c)) (sextile,2.58')\n(H1,12.028,(r)) (Moon,192.341,(c)) (opposition,18.76')", '10', '11', '12', '13', '14', "(H1,12.028,(r)) (Moon,132.118,(c)) (trine,5.38')", '16', '17', '18', '19', '20', "(Moon,80.411,(c)) (H10,260.297,(c)) (opposition,6.85')", 11]
['2000-03-11 13:19:04', '0', "(Mercury,343.184,(c)) (H1,103.353,(c)) (trine,10.14')", '2', '3', "(H3,188.571,(r)) (POF,8.617,(p)) (opposition,2.77')", "(H3,188.571,(r)) (Moon,248.804,(p)) (sextile,13.96')", "(Mars,10.093,(c)) (H1,100.173,(c)) (square,4.79')", "(Sun,351.277,(r)) (H3,171.219,(c)) (opposition,3.43')", "(Mars,9.336,(c)) (H1,99.259,(c)) (square,4.63')", "(H3,188.571,(r)) (Sun,8.672,(p)) (opposition,6.07')", '10', "(Moon,58.574,(r)) (POF,58.682,(p)) (conjunction,6.53')", '12', '13', '14', "(H1,114.394,(r)) (Venus,354.562,(p)) (trine,10.08')", '16', '17', '18', "(Jupiter,34.759,(r)) (H3,214.852,(p)) (opposition,5.59')", '20', "(Jupiter,34.759,(r)) (H3,214.940,(p)) (opposition,10.87')\n(Jupiter,30.046,(c)) (POF,210.160,(c)) (opposition,6.88')", 12]
['2000-03-11 09:02:15', "(H3,117.330,(r)) (Moon,297.627,(c)) (opposition,17.86')", '1', '2', "(Venus,343.154,(p)) (H10,343.280,(p)) (conjunction,7.55')\n(Uranus,318.702,(r)) (H10,318.645,(c)) (conjunction,3.40')", '4', '5', "(Saturn,43.328,(r)) (H1,43.212,(c)) (conjunction,6.95')\n(Moon,223.641,(c)) (H1,43.212,(c)) (opposition,25.73')", '7', "(POF,120.439,(r)) (Mean_Node,120.482,(p)) (conjunction,2.58')", "(Moon,287.999,(p)) (H10,347.953,(p)) (sextile,2.75')\n(Moon,194.163,(c)) (H10,314.099,(c)) (trine,3.82')", '10', "(POF,120.439,(r)) (Mean_Node,120.390,(p)) (conjunction,2.93')", "(Saturn,45.338,(p)) (H9,315.249,(p)) (square,5.31')", '13', '14', "(Sun,12.744,(p)) (H1,72.656,(p)) (sextile,5.32')\n(POF,120.439,(r)) (Venus,300.449,(c)) (opposition,0.62')", '16', "(Uranus,319.787,(p)) (H3,139.776,(p)) (opposition,0.66')", "(Uranus,319.793,(p)) (H3,139.930,(p)) (opposition,8.21')\n(Sun,351.099,(r)) (POF,171.258,(c)) (opposition,9.55')", "(Jupiter,34.723,(r)) (H1,34.772,(c)) (conjunction,2.97')\n(Jupiter,34.723,(r)) (H3,94.602,(c)) (sextile,7.23')", "(H1,55.462,(r)) (Sun,325.610,(c)) (square,8.88')\n(Neptune,304.851,(c)) (H1,34.700,(c)) (square,9.11')", "(Jupiter,34.723,(r)) (H1,34.697,(c)) (conjunction,1.52')", 20]
['2000-03-11 11:44:16', '0', '1', '2', "(Venus,327.536,(r)) (H9,327.435,(c)) (conjunction,6.04')\n(H10,14.718,(r)) (Moon,254.650,(c)) (trine,4.08')", '4', "(POF,157.586,(r)) (Mercury,337.631,(p)) (opposition,2.68')", "(Venus,327.536,(r)) (POF,327.454,(c)) (conjunction,4.92')", "(Moon,57.651,(r)) (H3,177.702,(p)) (trine,3.06')\n(Moon,269.973,(p)) (H10,30.137,(p)) (trine,9.82')\n(Uranus,317.851,(c)) (H1,77.823,(c)) (trine,1.71')", "(Mean_Node,120.476,(p)) (H10,30.455,(p)) (square,1.27')", "(H3,160.835,(r)) (Mercury,340.820,(p)) (opposition,0.94')", '10', '11', '12', '13', "(Uranus,318.707,(r)) (H9,318.525,(c)) (conjunction,10.92')", '15', "(Uranus,317.492,(c)) (H9,317.622,(c)) (conjunction,7.77')", '17', '18', '19', '20', "(H1,91.146,(r)) (Moon,30.699,(p)) (sextile,26.82')", 12]
['2000-03-11 09:08:47', '0', "(Mercury,333.417,(r)) (POF,333.511,(c)) (conjunction,5.61')", '2', '3', '4', '5', '6', '7', '8', '9', '10', "(Uranus,317.729,(c)) (POF,257.779,(c)) (sextile,3.02')", '12', '13', '14', "(Uranus,319.707,(p)) (H3,139.553,(p)) (opposition,9.24')", '16', '17', "(Moon,56.139,(r)) (H10,356.148,(p)) (sextile,0.57')\n(H1,56.872,(r)) (Venus,357.035,(p)) (sextile,9.76')", '19', "(H3,118.954,(r)) (Moon,29.142,(p)) (square,11.30')", '21', 6]
['2000-03-11 14:58:16', "(Mercury,333.330,(r)) (H7,333.406,(p)) (conjunction,4.53')\n(Venus,327.702,(r)) (H3,207.560,(c)) (trine,8.56')", '1', '2', "(H9,36.825,(r)) (Mercury,336.723,(p)) (sextile,6.10')", '4', '5', '6', '7', '8', '9', '10', "(Uranus,319.557,(p)) (H4,259.476,(p)) (sextile,4.86')", '12', '13', '14', '15', "(Moon,349.177,(p)) (H1,169.554,(p)) (opposition,22.65')", "(Moon,59.539,(r)) (H3,239.555,(p)) (opposition,0.92')\n(Saturn,45.900,(p)) (H12,136.069,(p)) (square,10.11')", "(Moon,59.539,(r)) (H3,239.697,(p)) (opposition,9.48')", "(POF,211.047,(r)) (Moon,31.359,(p)) (opposition,18.75')", '20', '21', 9]
['2000-03-11 07:53:59', "(Mercury,333.437,(r)) (H7,213.365,(c)) (trine,4.31')\n(H7,220.666,(r)) (Mercury,340.635,(c)) (trine,1.88')", "(Sun,351.051,(r)) (H9,291.090,(p)) (sextile,2.33')", "(H1,40.666,(r)) (Moon,220.799,(p)) (opposition,8.00')\n(H9,280.887,(r)) (Moon,220.799,(p)) (sextile,5.28')", "(Moon,230.433,(p)) (H1,50.756,(p)) (opposition,19.37')", '4', '5', "(Venus,327.338,(r)) (H4,147.518,(p)) (opposition,10.78')\n(Venus,327.338,(r)) (H8,237.246,(c)) (square,5.56')\n(H4,133.360,(r)) (Moon,223.051,(c)) (square,18.54')", "(Moon,268.087,(p)) (H10,328.151,(p)) (sextile,3.84')\n(Venus,327.338,(r)) (H3,87.193,(c)) (trine,8.73')", '8', "(Mercury,333.437,(r)) (POF,333.477,(p)) (conjunction,2.41')\n(H1,40.666,(r)) (Mercury,340.661,(p)) (sextile,0.32')\n(H10,313.360,(r)) (Moon,193.534,(c)) (trine,10.43')", '10', '11', '12', '13', "(Mercury,333.437,(r)) (H10,333.359,(p)) (conjunction,4.64')", "(H1,40.666,(r)) (Moon,340.269,(p)) (sextile,23.85')\n(Mean_Node,120.187,(p)) (H3,120.099,(p)) (conjunction,5.29')\n(H10,313.360,(r)) (Moon,133.426,(c)) (opposition,3.94')", '16', '17', '18', '19', '20', "(Uranus,318.699,(r)) (H3,78.861,(c)) (trine,9.71')", 19]
['2000-03-11 11:09:12', '0', "(Uranus,318.706,(r)) (H9,318.881,(c)) (conjunction,10.52')", "(Uranus,318.706,(r)) (H9,318.632,(c)) (conjunction,4.41')\n(H1,83.169,(r)) (Moon,263.467,(c)) (opposition,17.89')", "(Uranus,318.024,(c)) (H9,317.856,(c)) (conjunction,10.10')", '4', "(Jupiter,34.741,(r)) (H7,274.886,(p)) (trine,8.72')\n(H4,185.186,(r)) (Sun,5.140,(p)) (opposition,2.75')\n(Mercury,337.611,(p)) (POF,337.466,(p)) (conjunction,8.72')", '6', '7', '8', "(Moon,289.041,(p)) (H3,169.161,(p)) (trine,7.17')\n(Venus,349.140,(p)) (H3,169.161,(p)) (opposition,1.26')", '10', "(Venus,349.671,(p)) (H3,169.617,(p)) (opposition,3.22')\n(H4,185.186,(r)) (Venus,305.336,(c)) (trine,9.02')\n(Mercury,347.096,(c)) (H4,166.933,(c)) (opposition,9.75')\n(Pluto,252.764,(c)) (H3,132.640,(c)) (trine,7.42')", '12', '13', '14', "(Moon,342.019,(p)) (H1,101.644,(p)) (trine,22.54')\n(POF,149.292,(r)) (Sun,329.287,(c)) (opposition,0.31')", '16', "(Mercury,333.387,(r)) (H1,63.531,(c)) (square,8.64')", '18', "(Moon,57.310,(r)) (H3,177.452,(p)) (trine,8.54')", "(Mean_Node,119.992,(p)) (H10,29.995,(p)) (square,0.19')", "(H3,150.856,(r)) (Moon,30.356,(p)) (trine,29.97')\n(Moon,30.356,(p)) (H10,29.998,(p)) (conjunction,21.54')\n(H1,83.169,(r)) (Moon,83.663,(c)) (conjunction,29.67')", 21]
['2000-03-11 08:28:23', '0', "(Mercury,333.428,(r)) (H10,333.246,(p)) (conjunction,10.92')", "(Mercury,333.428,(r)) (H10,333.482,(p)) (conjunction,3.28')\n(H10,322.086,(r)) (Moon,262.144,(c)) (sextile,3.48')", '3', "(Mars,11.036,(c)) (H12,11.096,(c)) (conjunction,3.59')", "(Mean_Node,120.598,(p)) (POF,300.532,(p)) (opposition,3.99')", "(Neptune,305.684,(r)) (H1,35.817,(c)) (square,7.99')", "(H10,322.086,(r)) (POF,322.145,(p)) (conjunction,3.55')\n(Sun,335.156,(c)) (H1,35.263,(c)) (sextile,6.44')\n(Sun,335.156,(c)) (H3,95.121,(c)) (trine,2.09')\n(Moon,214.994,(c)) (H1,35.263,(c)) (opposition,16.12')\n(Moon,214.994,(c)) (H3,95.121,(c)) (trine,7.59')", '8', "(H1,48.141,(r)) (Moon,287.721,(p)) (trine,25.19')\n(H3,109.063,(r)) (Venus,349.002,(p)) (trine,3.66')\n(Sun,333.508,(c)) (H3,93.681,(c)) (trine,10.40')\n(Venus,305.729,(c)) (H10,305.707,(c)) (conjunction,1.32')", '10', "(POF,112.812,(r)) (Moon,292.824,(p)) (opposition,0.74')\n(Mercury,333.428,(r)) (H3,93.303,(c)) (trine,7.50')\n(Mercury,333.428,(r)) (H7,213.539,(c)) (trine,6.68')\n(Venus,305.198,(c)) (H4,125.306,(c)) (opposition,6.51')", '12', "(Mean_Node,122.458,(c)) (H4,122.395,(c)) (conjunction,3.77')", '14', '15', '16', "(Saturn,43.326,(r)) (H12,43.315,(p)) (conjunction,0.62')", "(H1,48.141,(r)) (Mercury,347.994,(p)) (sextile,8.80')", "(Venus,327.368,(r)) (H1,27.307,(c)) (sextile,3.66')", '20', "(Venus,327.368,(r)) (H1,27.231,(c)) (sextile,8.19')\n(H10,322.086,(r)) (Moon,82.051,(c)) (trine,2.11')", 25]
['2000-03-11 13:55:04', "(Uranus,318.712,(r)) (POF,318.682,(p)) (conjunction,1.82')\n(Mercury,340.371,(c)) (H4,220.400,(c)) (trine,1.77')", '1', "(POF,37.733,(c)) (H10,37.561,(c)) (conjunction,10.33')", "(POF,191.769,(r)) (Venus,311.886,(c)) (trine,7.02')\n(Neptune,305.295,(c)) (H9,5.255,(c)) (sextile,2.40')", '4', "(Mercury,333.345,(r)) (H3,213.497,(p)) (trine,9.08')\n(Mean_Node,121.329,(r)) (H4,241.279,(p)) (trine,3.00')", "(H8,342.764,(r)) (Pluto,252.797,(c)) (square,2.02')", '7', "(H8,342.764,(r)) (Pluto,252.786,(c)) (square,1.35')", "(Mercury,346.980,(c)) (H1,106.879,(c)) (trine,6.08')", '10', '11', '12', '13', '14', '15', "(H10,48.797,(r)) (Moon,348.601,(p)) (sextile,11.76')", "(Saturn,43.347,(r)) (H3,223.193,(p)) (opposition,9.23')", "(Moon,58.924,(r)) (POF,238.905,(c)) (opposition,1.17')", "(Sun,351.302,(r)) (H3,171.195,(c)) (opposition,6.38')", '20', "(Moon,31.979,(p)) (H1,152.170,(p)) (trine,11.49')", 15]
['2000-03-11 10:21:28', '0', '1', "(H1,72.616,(r)) (Venus,312.653,(c)) (trine,2.23')", "(H10,352.154,(r)) (Moon,231.699,(p)) (trine,27.30')\n(Neptune,305.290,(c)) (H9,305.350,(c)) (conjunction,3.60')", '4', "(Mars,31.767,(p)) (H3,151.807,(p)) (trine,2.41')\n(Mean_Node,121.337,(r)) (H7,241.305,(c)) (trine,1.96')", "(Venus,308.672,(c)) (POF,308.764,(c)) (conjunction,5.50')", "(Moon,215.986,(c)) (H10,336.211,(c)) (trine,13.49')\n(Mean_Node,122.178,(c)) (H3,122.358,(c)) (conjunction,10.80')", '8', "(Jupiter,34.734,(r)) (H10,334.560,(c)) (sextile,10.43')\n(H3,137.745,(r)) (Uranus,317.756,(c)) (opposition,0.68')", '10', "(H3,137.745,(r)) (Uranus,317.732,(c)) (opposition,0.78')", "(H1,72.616,(r)) (Mercury,342.503,(p)) (square,6.75')", '13', '14', "(H1,72.616,(r)) (Sun,12.798,(p)) (sextile,10.97')\n(Moon,56.845,(r)) (H3,116.694,(c)) (sextile,9.10')", '16', '17', '18', "(Mercury,333.399,(r)) (H1,93.287,(p)) (trine,6.71')", '20', "(Mercury,333.399,(r)) (H1,93.361,(p)) (trine,2.23')", 16]
['2000-03-11 08:03:04', "(Sun,351.057,(r)) (H3,110.894,(p)) (trine,9.79')", "(Uranus,318.699,(r)) (POF,318.673,(c)) (conjunction,1.58')", "(H10,315.638,(r)) (POF,315.806,(c)) (conjunction,10.06')", "(H9,283.024,(r)) (Venus,343.104,(p)) (sextile,4.81')\n(Jupiter,32.217,(c)) (H1,32.284,(c)) (conjunction,4.06')", '4', "(Moon,55.499,(r)) (H3,115.336,(p)) (sextile,9.83')", "(H1,42.641,(r)) (Moon,223.130,(c)) (opposition,29.32')", '7', '8', "(POF,107.083,(r)) (Moon,287.513,(p)) (opposition,25.81')", '10', "(Venus,327.346,(r)) (H3,87.471,(c)) (trine,7.52')", '12', "(H4,135.638,(r)) (Saturn,45.547,(p)) (square,5.48')", "(Mars,21.328,(r)) (POF,21.340,(p)) (conjunction,0.71')\n(H10,315.638,(r)) (Saturn,45.577,(p)) (square,3.69')", "(Moon,55.499,(r)) (H10,295.621,(c)) (trine,7.31')", '16', '17', '18', '19', "(Neptune,305.684,(r)) (H3,125.671,(p)) (opposition,0.75')\n(Sun,351.057,(r)) (H3,80.933,(c)) (square,7.47')", "(Moon,81.797,(c)) (H1,21.606,(c)) (sextile,11.45')", 16]
['2000-03-11 15:24:56', '0', '1', "(Moon,59.799,(r)) (H10,59.920,(c)) (conjunction,7.22')", "(H9,44.029,(r)) (Mercury,344.051,(c)) (sextile,1.29')\n(Moon,256.472,(c)) (H1,136.514,(c)) (trine,2.47')", "(Saturn,43.353,(r)) (H12,133.269,(p)) (square,5.04')", '5', "(Moon,263.873,(p)) (H4,263.342,(p)) (conjunction,31.85')", "(H1,151.365,(r)) (Moon,271.779,(p)) (trine,24.83')\n(Venus,327.725,(r)) (H3,207.821,(c)) (trine,5.76')", "(Sun,351.364,(r)) (H1,171.238,(p)) (opposition,7.56')", "(Mean_Node,120.399,(p)) (H3,240.474,(p)) (trine,4.54')\n(H1,151.365,(r)) (Jupiter,31.405,(c)) (trine,2.40')", '10', '11', '12', "(Neptune,305.693,(r)) (POF,305.742,(c)) (conjunction,2.98')", '14', "(H3,224.029,(r)) (Moon,344.323,(p)) (trine,17.63')", '16', "(Uranus,318.715,(r)) (H10,48.881,(c)) (square,9.96')", '18', "(H1,151.365,(r)) (Moon,31.620,(p)) (trine,15.29')\n(Moon,31.620,(p)) (H10,91.776,(p)) (sextile,9.32')\n(H3,224.029,(r)) (Mercury,344.080,(c)) (trine,3.05')", "(Mean_Node,122.670,(c)) (H1,122.585,(c)) (conjunction,5.11')", "(H3,224.029,(r)) (Mercury,343.995,(c)) (trine,2.02')\n(Uranus,317.319,(c)) (H3,197.417,(c)) (trine,5.86')", 19]
['2000-03-11 09:17:36', '0', '1', '2', '3', '4', '5', '6', "(H10,334.943,(r)) (Moon,215.426,(c)) (trine,28.98')", "(H10,334.943,(r)) (Sun,334.854,(c)) (conjunction,5.36')", "(POF,352.208,(p)) (H10,352.122,(p)) (conjunction,5.14')", '10', "(Uranus,317.729,(c)) (H4,137.555,(c)) (opposition,10.48')", "(Saturn,43.329,(r)) (H1,43.252,(c)) (conjunction,4.63')", "(Saturn,41.609,(c)) (H7,221.687,(c)) (opposition,4.72')", "(Saturn,41.591,(c)) (H1,41.470,(c)) (conjunction,7.31')", "(Moon,56.224,(r)) (H10,356.387,(p)) (sextile,9.75')\n(Moon,134.271,(c)) (H10,313.817,(c)) (opposition,27.26')", '16', '17', '18', "(Uranus,318.702,(r)) (H1,78.806,(p)) (trine,6.23')\n(H1,58.772,(r)) (Venus,358.638,(p)) (sextile,8.05')", "(H10,334.943,(r)) (POF,155.021,(c)) (opposition,4.69')", "(Uranus,318.702,(r)) (H1,78.877,(p)) (trine,10.48')\n(H1,58.772,(r)) (Venus,358.746,(p)) (sextile,1.56')", 14]
['2000-03-11 11:01:12', '0', '1', '2', '3', '4', '5', "(H1,81.379,(r)) (Moon,261.705,(p)) (opposition,19.51')", "(Jupiter,34.740,(r)) (H1,94.578,(p)) (sextile,9.70')\n(Uranus,318.706,(r)) (H10,18.693,(p)) (sextile,0.79')", "(Neptune,305.175,(c)) (POF,305.311,(c)) (conjunction,8.16')", '9', "(Saturn,43.336,(r)) (H12,43.470,(c)) (conjunction,8.06')", '11', '12', '13', '14', '15', '16', '17', '18', "(H3,148.618,(r)) (Moon,29.043,(p)) (trine,25.50')", '20', '21', 6]
['2000-03-11 09:19:20', '0', '1', '2', '3', '4', '5', '6', "(Sun,351.110,(r)) (H10,350.976,(p)) (conjunction,8.07')\n(Mercury,333.415,(r)) (POF,333.568,(p)) (conjunction,9.21')\n(H10,335.404,(r)) (Moon,215.441,(c)) (trine,2.27')\n(Mercury,346.442,(c)) (H1,46.370,(c)) (sextile,4.31')", '8', "(POF,352.600,(p)) (H10,352.595,(p)) (conjunction,0.32')", "(Pluto,252.897,(r)) (H1,72.984,(p)) (opposition,5.22')\n(Uranus,319.530,(p)) (H12,49.679,(p)) (square,8.96')\n(Pluto,252.851,(p)) (H1,72.984,(p)) (opposition,7.97')", "(Uranus,318.702,(r)) (H3,138.599,(p)) (opposition,6.20')\n(Moon,293.244,(p)) (H4,173.020,(p)) (trine,13.40')", '12', '13', '14', "(Moon,134.289,(c)) (H10,314.252,(c)) (opposition,2.21')", '16', "(Mercury,347.844,(p)) (H1,78.021,(p)) (square,10.66')", '18', '19', "(H10,335.404,(r)) (POF,155.417,(c)) (opposition,0.77')", '21', 13]
['2000-03-11 07:20:07', "(H3,93.001,(r)) (Jupiter,32.917,(c)) (sextile,5.01')\n(Mercury,340.660,(c)) (POF,340.664,(c)) (conjunction,0.27')", '1', '2', '3', '4', "(H4,124.987,(r)) (Sun,4.983,(p)) (trine,0.24')", "(Mars,21.306,(r)) (H4,111.421,(c)) (square,6.90')", "(Uranus,319.455,(p)) (H10,319.410,(p)) (conjunction,2.68')", "(H1,33.252,(r)) (Mars,33.269,(p)) (conjunction,1.06')\n(Uranus,318.698,(r)) (H8,228.761,(c)) (square,3.80')", "(Moon,287.161,(p)) (H1,47.163,(p)) (trine,0.14')\n(Uranus,318.698,(r)) (H1,18.774,(c)) (sextile,4.60')", '10', "(H3,93.001,(r)) (Sun,333.027,(c)) (trine,1.59')\n(H4,124.987,(r)) (Venus,305.139,(c)) (opposition,9.14')\n(Uranus,317.725,(c)) (H3,77.659,(c)) (trine,3.96')", '12', "(H4,124.987,(r)) (Neptune,305.002,(c)) (opposition,0.91')", "(Mars,21.306,(r)) (H9,291.323,(p)) (square,1.04')\n(H10,304.987,(r)) (Neptune,304.993,(c)) (conjunction,0.36')", '15', '16', '17', '18', '19', '20', "(Moon,55.082,(r)) (H3,114.915,(p)) (sextile,10.03')\n(Moon,28.120,(p)) (H10,328.325,(p)) (sextile,12.27')", 17]
['2000-03-11 14:12:24', "(Mercury,333.341,(r)) (H3,213.256,(p)) (trine,5.10')\n(Uranus,318.713,(r)) (H7,318.845,(p)) (conjunction,7.97')", "(Mercury,335.960,(p)) (H9,35.980,(p)) (sextile,1.18')", "(Mercury,336.133,(p)) (H9,36.225,(p)) (sextile,5.51')", '3', "(Mars,21.519,(r)) (POF,21.427,(c)) (conjunction,5.52')", "(Sun,5.266,(p)) (H4,245.417,(p)) (trine,9.08')\n(Uranus,317.960,(c)) (POF,18.076,(c)) (sextile,6.92')", "(Venus,308.871,(c)) (H4,218.896,(c)) (square,1.53')", "(Sun,7.090,(p)) (H10,67.002,(p)) (sextile,5.24')\n(Moon,218.007,(c)) (H10,38.248,(c)) (opposition,14.51')", "(Sun,351.314,(r)) (POF,351.304,(c)) (conjunction,0.60')", "(Sun,351.314,(r)) (H1,111.284,(c)) (trine,1.76')\n(POF,196.848,(r)) (Moon,197.008,(c)) (conjunction,9.59')", '10', '11', "(Saturn,43.348,(r)) (H9,43.313,(p)) (conjunction,2.12')\n(Neptune,305.078,(c)) (H10,34.995,(c)) (square,4.94')", '13', '14', '15', "(Mercury,346.100,(p)) (H9,46.221,(p)) (sextile,7.28')", "(H1,129.069,(r)) (Mars,39.033,(p)) (square,2.15')", "(Moon,105.533,(c)) (H1,105.003,(c)) (conjunction,31.77')\n(Mercury,345.168,(c)) (H1,105.003,(c)) (trine,9.89')\n(Jupiter,30.279,(c)) (H10,30.186,(c)) (conjunction,5.62')", "(Venus,296.436,(c)) (H3,176.282,(c)) (trine,9.24')", "(Saturn,43.348,(r)) (POF,223.396,(c)) (opposition,2.84')", "(Venus,296.328,(c)) (H3,176.182,(c)) (trine,8.76')", 23]
['2000-03-11 07:24:23', "(H7,214.189,(r)) (Mercury,334.175,(p)) (trine,0.83')", "(Moon,264.528,(c)) (H1,24.580,(c)) (trine,3.08')", "(Moon,55.124,(r)) (H10,295.307,(c)) (trine,10.98')", '3', '4', "(Uranus,318.698,(r)) (H4,138.793,(p)) (opposition,5.72')", "(H4,126.030,(r)) (Neptune,306.076,(p)) (opposition,2.71')", "(Venus,346.926,(p)) (H1,46.800,(p)) (sextile,7.56')\n(H1,34.189,(r)) (Moon,214.432,(c)) (opposition,14.56')\n(H3,93.987,(r)) (Moon,214.432,(c)) (trine,26.67')", '8', "(Venus,348.948,(p)) (H3,109.004,(p)) (trine,3.40')", "(H1,34.189,(r)) (Mars,34.238,(p)) (conjunction,2.95')", "(Venus,349.478,(p)) (H3,109.380,(p)) (trine,5.90')\n(Uranus,318.698,(r)) (H3,78.632,(c)) (trine,3.95')", '12', '13', '14', "(Mercury,346.401,(c)) (H10,286.508,(c)) (sextile,6.45')", "(Mercury,346.192,(c)) (H10,286.159,(c)) (sextile,2.01')", '17', '18', '19', '20', '21', 14]
['2000-03-11 05:39:04', "(Mercury,333.473,(r)) (H4,93.339,(c)) (trine,8.01')", "(Moon,54.100,(r)) (POF,234.197,(p)) (opposition,5.82')", '2', '3', "(H1,10.771,(r)) (Mars,10.948,(c)) (conjunction,10.58')\n(H10,281.036,(r)) (Mars,10.948,(c)) (square,5.30')", "(H3,69.866,(r)) (Venus,309.880,(c)) (trine,0.86')", '6', '7', '8', '9', '10', "(H4,101.036,(r)) (Mercury,340.998,(p)) (trine,2.30')", '12', '13', '14', "(Sun,350.958,(r)) (H3,50.880,(c)) (sextile,4.68')", '16', "(Mars,21.254,(r)) (POF,21.355,(p)) (conjunction,6.09')", '18', '19', "(Mean_Node,121.348,(r)) (H1,31.330,(p)) (square,1.05')", '21', 9]
